id,name,full_name,html_url,description,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,language,topics,contributors_count,languages_detail,hot_score
614765452,AutoGPT,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",2023-03-16T09:21:07Z,2026-04-07T01:06:31Z,2026-04-06T23:34:32Z,183189,46204,383,Python,"agentic-ai,agents,ai,artificial-intelligence,autonomous-agents,claude,gpt,llama-api,llm,openai,python",100,"{'Python': 9757940, 'TypeScript': 4129122, 'Dart': 203562, 'JavaScript': 123387, 'PLpgSQL': 92369, 'Jinja': 42256, 'C++': 23419, 'CMake': 18862, 'CSS': 16367, 'Shell': 15076, 'Dockerfile': 9972, 'HTML': 3023, 'Ruby': 2803, 'Batchfile': 2732, 'Swift': 2384, 'Makefile': 1902, 'C': 1425, 'Elixir': 1068, 'Kotlin': 140, 'Objective-C': 38}",123784.59999999999
658928958,ollama,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",2023-06-26T19:39:32Z,2026-04-07T01:07:30Z,2026-04-07T01:00:15Z,167695,15390,2861,Go,"deepseek,gemma,gemma3,glm,go,golang,gpt-oss,llama,llama3,llm,llms,minimax,mistral,ollama,qwen",100,"{'Go': 7041008, 'C': 3325317, 'TypeScript': 397811, 'C++': 132593, 'Objective-C': 58741, 'Shell': 53135, 'PowerShell': 34088, 'CMake': 24508, 'Inno Setup': 14609, 'Dockerfile': 9999, 'Go Template': 8744, 'HTML': 6247, 'AppleScript': 1828, 'JavaScript': 1304, 'CSS': 581}",105244.0
155220641,transformers,huggingface/transformers,https://github.com/huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",2018-10-29T13:56:00Z,2026-04-07T01:02:13Z,2026-04-06T19:46:18Z,158899,32758,2361,Python,"audio,deep-learning,deepseek,gemma,glm,hacktoberfest,llm,machine-learning,model-hub,natural-language-processing,nlp,pretrained-models,python,pytorch,pytorch-transformers,qwen,speech-recognition,transformer,vlm",100,"{'Python': 64661511, 'Dockerfile': 41676, 'Makefile': 3112, 'Shell': 1838, 'Jsonnet': 937}",105176.79999999999
574523116,prompts.chat,f/prompts.chat,https://github.com/f/prompts.chat,"f.k.a. Awesome ChatGPT Prompts. Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.",2022-12-05T13:54:13Z,2026-04-07T01:06:23Z,2026-04-06T04:04:42Z,157691,20640,42,HTML,"ai,artificial-intelligence,awesome-list,chatgpt,chatgpt-prompts,claude,gemini,gpt,gpt-4,llm,machine-learning,nextjs,open-source,openai,prompt-engineering,prompts,prompts-chat,typescript",100,"{'HTML': 13090185, 'MDX': 9801530, 'TypeScript': 4035240, 'JavaScript': 53486, 'CSS': 18958, 'Shell': 18004, 'Dockerfile': 2851}",100816.59999999999
1136590548,everything-claude-code,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",2026-01-18T00:51:51Z,2026-04-07T01:08:13Z,2026-04-06T21:32:07Z,142746,21727,67,JavaScript,"ai-agents,anthropic,claude,claude-code,developer-tools,llm,mcp,productivity",100,"{'JavaScript': 2209554, 'Shell': 153746, 'Python': 149396, 'Rust': 135912, 'TypeScript': 57673, 'PowerShell': 1547}",92175.7
626805178,dify,langgenius/dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,2023-04-12T07:40:24Z,2026-04-07T01:08:10Z,2026-04-07T01:03:33Z,136432,21288,863,TypeScript,"agent,agentic-ai,agentic-framework,agentic-workflow,ai,automation,gemini,genai,gpt,gpt-4,llm,low-code,mcp,nextjs,no-code,openai,orchestration,python,rag,workflow",100,"{'TypeScript': 27799514, 'Python': 23889717, 'JavaScript': 1525264, 'MDX': 679976, 'CSS': 209533, 'HTML': 158437, 'Shell': 68772, 'Dockerfile': 6388, 'PHP': 6106, 'Makefile': 5832, 'Gherkin': 1054, 'Mako': 518}",88255.59999999999
552661142,langchain,langchain-ai/langchain,https://github.com/langchain-ai/langchain,The agent engineering platform,2022-10-17T02:58:36Z,2026-04-07T01:06:35Z,2026-04-06T22:43:49Z,132548,21876,507,Python,"agents,ai,ai-agents,anthropic,chatgpt,deepagents,enterprise,framework,gemini,generative-ai,langchain,langgraph,llm,multiagent,open-source,openai,pydantic,python,rag",100,"{'Python': 11455456, 'Makefile': 59227, 'Shell': 13124, 'XSLT': 7380, 'HTML': 1900, 'Dockerfile': 1060, 'JavaScript': 157}",86101.6
701547123,open-webui,open-webui/open-webui,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",2023-10-06T22:08:27Z,2026-04-07T01:04:40Z,2026-04-03T04:00:01Z,130349,18473,305,Python,"ai,llm,llm-ui,llm-webui,llms,mcp,ollama,ollama-webui,open-webui,openai,openapi,rag,self-hosted,ui,webui",100,"{'Python': 2981379, 'Svelte': 2925294, 'JavaScript': 2281774, 'TypeScript': 459254, 'CSS': 211416, 'Shell': 18299, 'Dockerfile': 8143, 'HTML': 6298, 'Batchfile': 1954, 'Mako': 665, 'Makefile': 643}",83761.29999999999
787076358,firecrawl,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,🔥 The Web Data API for AI - Power AI agents with clean web data,2024-04-15T21:02:29Z,2026-04-07T01:08:23Z,2026-04-06T21:07:16Z,105068,6857,257,TypeScript,"ai,ai-agents,ai-crawler,ai-scraping,ai-search,crawler,data-extraction,html-to-markdown,llm,markdown,scraper,scraping,web-crawler,web-data,web-data-extraction,web-scraper,web-scraping,web-search,webscraping",100,"{'TypeScript': 4183762, 'Python': 1120879, 'Rust': 470397, 'Java': 184006, 'Elixir': 84558, 'Astro': 32336, 'Go': 14502, 'JavaScript': 12726, 'Jupyter Notebook': 10546, 'Shell': 9808, 'Rich Text Format': 5348, 'CSS': 5141, 'Dockerfile': 4032, 'Makefile': 2111, 'HTML': 354, 'Procfile': 132}",65107.899999999994
669879380,LLMs-from-scratch,rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",2023-07-23T18:15:57Z,2026-04-07T00:30:29Z,2026-04-06T02:05:07Z,90151,13799,2,Jupyter Notebook,"ai,artificial-intelligence,chatbot,chatgpt,deep-learning,from-scratch,generative-ai,gpt,language-model,large-language-models,llm,machine-learning,neural-networks,python,pytorch,transformers",58,"{'Jupyter Notebook': 3140038, 'Python': 1033917, 'Dockerfile': 532}",58236.1
881458615,browser-use,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,2024-10-31T16:00:56Z,2026-04-07T00:51:46Z,2026-04-06T02:01:38Z,86266,9983,225,Python,"ai-agents,ai-tools,browser-automation,browser-use,llm,playwright,python",100,"{'Python': 3054529, 'Shell': 42741, 'Dockerfile': 11201, 'HTML': 7953}",54764.5
655099582,llm-course,mlabonne/llm-course,https://github.com/mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,2023-06-17T22:16:25Z,2026-04-06T22:23:06Z,2026-02-05T13:09:26Z,77876,9031,78,,"course,large-language-models,llm,machine-learning,roadmap",3,{},49435.200000000004
730534580,ragflow,infiniflow/ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,2023-12-12T06:13:13Z,2026-04-06T23:19:50Z,2026-04-03T13:32:36Z,77249,8683,3211,Python,"agent,agentic,agentic-ai,agentic-workflow,ai,context-engineering,context-retrieval,deep-research,deepseek,deepseek-r1,document-understanding,graphrag,harness,llm,mcp,ollama,openai,openclaw,rag,retrieval-augmented-generation",100,"{'Python': 7740690, 'TypeScript': 5534783, 'C++': 1577672, 'Go': 1541616, 'C': 161144, 'Shell': 49466, 'Less': 39973, 'CSS': 17283, 'Dockerfile': 11463, 'JavaScript': 10865, 'HTML': 7043, 'Makefile': 5950, 'CMake': 3243, 'Go Template': 2681}",48964.3
599547518,vllm,vllm-project/vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,2023-02-09T11:23:20Z,2026-04-07T01:02:16Z,2026-04-07T00:21:09Z,75498,15239,4110,Python,"amd,blackwell,cuda,deepseek,deepseek-v3,gpt,gpt-oss,inference,kimi,llama,llm,llm-serving,model-serving,moe,openai,pytorch,qwen,qwen3,tpu,transformer",100,"{'Python': 30745039, 'Cuda': 2169540, 'C++': 1349251, 'Shell': 328553, 'CMake': 106547, 'C': 96071, 'Dockerfile': 37214, 'Jinja': 6924, 'HCL': 2399}",49880.49999999999
771302083,OpenHands,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,2024-03-13T03:33:31Z,2026-04-07T00:52:07Z,2026-04-06T23:06:12Z,70691,8864,367,Python,"agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai",100,"{'Python': 10458985, 'TypeScript': 3658815, 'Go Template': 91443, 'Jinja': 85695, 'JavaScript': 34515, 'Makefile': 17184, 'CSS': 16500, 'Shell': 14537, 'Dockerfile': 8887, 'Mako': 1339}",45083.799999999996
646410686,LlamaFactory,hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),2023-05-28T10:09:12Z,2026-04-07T01:01:48Z,2026-04-06T05:14:45Z,69624,8486,951,Python,"agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers",100,"{'Python': 1821933, 'Dockerfile': 5493, 'Makefile': 741}",44330.200000000004
660551251,MetaGPT,FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",2023-06-30T09:04:55Z,2026-04-07T01:01:49Z,2026-01-21T10:12:33Z,66715,8442,111,Python,"agent,gpt,llm,metagpt,multi-agent",100,"{'Python': 3214882, 'JavaScript': 32579, 'TypeScript': 25281, 'Shell': 23970, 'Dockerfile': 982}",42571.6
668195240,llm-app,pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more.",2023-07-19T08:43:37Z,2026-04-06T20:55:17Z,2026-01-07T11:59:38Z,59959,1418,9,Jupyter Notebook,"chatbot,hugging-face,llm,llm-local,llm-prompting,llm-security,llmops,machine-learning,open-ai,pathway,rag,real-time,retrieval-augmented-generation,vector-database,vector-index",23,"{'Jupyter Notebook': 409401, 'Python': 65285, 'Dockerfile': 3715}",36403.100000000006
725205304,unsloth,unslothai/unsloth,https://github.com/unslothai/unsloth,"Unsloth Studio is a web UI for training and running open models like Qwen3.5, Gemma 4, DeepSeek, gpt-oss locally.",2023-11-29T16:50:09Z,2026-04-07T01:05:07Z,2026-04-06T23:15:31Z,59734,5078,1093,Python,"agent,deepseek,fine-tuning,gemma,gemma3,gpt-oss,llama,llama3,llm,llms,mistral,openai,qwen,reinforcement-learning,self-hosted,text-to-speech,tts,ui,unsloth",100,"{'Python': 4557278, 'TypeScript': 2155590, 'PowerShell': 148162, 'Shell': 132805, 'JavaScript': 16632, 'CSS': 13865, 'Jupyter Notebook': 6230, 'HTML': 532, 'Batchfile': 218}",37373.8
979115477,deer-flow,bytedance/deer-flow,https://github.com/bytedance/deer-flow,"An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of tasks that could take minutes to hours.",2025-05-07T02:50:19Z,2026-04-07T01:05:41Z,2026-04-07T00:54:44Z,58629,7351,507,Python,"agent,agentic,agentic-framework,agentic-workflow,ai,ai-agents,deep-research,harness,langchain,langgraph,langmanus,llm,multi-agent,nodejs,podcast,python,superagent,typescript",100,"{'Python': 2284927, 'TypeScript': 734756, 'HTML': 190924, 'CSS': 85743, 'Shell': 76600, 'JavaScript': 75535, 'MDX': 22213, 'Makefile': 8347, 'Dockerfile': 7221, 'Batchfile': 502}",37392.700000000004
