id,name,full_name,html_url,description,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,language,topics,contributors_count,languages_detail,hot_score
614765452,AutoGPT,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",2023-03-16T09:21:07Z,2026-04-13T00:28:54Z,2026-04-13T01:05:25Z,183352,46231,404,Python,"agentic-ai,agents,ai,artificial-intelligence,autonomous-agents,claude,gpt,llama-api,llm,openai,python",100,"{'Python': 11645466, 'TypeScript': 4545294, 'JavaScript': 120377, 'PLpgSQL': 92369, 'Shell': 52789, 'Jinja': 42199, 'CSS': 15748, 'Dockerfile': 9931, 'Batchfile': 2732, 'Makefile': 1902, 'Elixir': 1068}",123890.5
658928958,ollama,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",2023-06-26T19:39:32Z,2026-04-13T01:01:43Z,2026-04-12T21:14:57Z,168731,15556,2915,Go,"deepseek,gemma,gemma3,glm,go,golang,gpt-oss,llama,llama3,llm,llms,minimax,mistral,ollama,qwen",100,"{'Go': 7197046, 'C': 3325317, 'TypeScript': 400252, 'C++': 132593, 'Objective-C': 58741, 'Shell': 58668, 'PowerShell': 34088, 'CMake': 25133, 'Inno Setup': 14609, 'Dockerfile': 10001, 'Go Template': 8744, 'HTML': 6247, 'AppleScript': 1828, 'JavaScript': 1304, 'CSS': 581}",105915.4
574523116,prompts.chat,f/prompts.chat,https://github.com/f/prompts.chat,"f.k.a. Awesome ChatGPT Prompts. Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.",2022-12-05T13:54:13Z,2026-04-13T01:14:11Z,2026-04-12T04:07:03Z,159475,20903,44,HTML,"ai,artificial-intelligence,awesome-list,chatgpt,chatgpt-prompts,claude,gemini,gpt,gpt-4,llm,machine-learning,nextjs,open-source,openai,prompt-engineering,prompts,prompts-chat,typescript",100,"{'HTML': 13090185, 'MDX': 9801530, 'TypeScript': 4035390, 'JavaScript': 53486, 'CSS': 18958, 'Shell': 18004, 'Dockerfile': 2851}",101965.9
155220641,transformers,huggingface/transformers,https://github.com/huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",2018-10-29T13:56:00Z,2026-04-13T00:44:05Z,2026-04-11T01:27:31Z,159255,32848,2368,Python,"audio,deep-learning,deepseek,gemma,glm,hacktoberfest,llm,machine-learning,model-hub,natural-language-processing,nlp,pretrained-models,python,pytorch,pytorch-transformers,qwen,speech-recognition,transformer,vlm",100,"{'Python': 64763336, 'Dockerfile': 41676, 'Makefile': 3181, 'Shell': 1838, 'Jsonnet': 937}",105417.4
1136590548,everything-claude-code,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",2026-01-18T00:51:51Z,2026-04-13T01:13:16Z,2026-04-12T10:15:38Z,152717,23683,81,JavaScript,"ai-agents,anthropic,claude,claude-code,developer-tools,llm,mcp,productivity",100,"{'JavaScript': 2255094, 'Rust': 1767510, 'Shell': 153746, 'Python': 149396, 'TypeScript': 57673, 'PowerShell': 1547}",98745.09999999999
626805178,dify,langgenius/dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,2023-04-12T07:40:24Z,2026-04-13T01:13:11Z,2026-04-13T01:13:02Z,137447,21524,917,TypeScript,"agent,agentic-ai,agentic-framework,agentic-workflow,ai,automation,gemini,genai,gpt,gpt-4,llm,low-code,mcp,nextjs,no-code,openai,orchestration,python,rag,workflow",100,"{'TypeScript': 28977087, 'Python': 23839641, 'JavaScript': 1525225, 'MDX': 679976, 'CSS': 209533, 'HTML': 158437, 'Shell': 67989, 'Dockerfile': 6565, 'PHP': 6106, 'Makefile': 5832, 'Gherkin': 2470, 'Mako': 518}",88935.4
552661142,langchain,langchain-ai/langchain,https://github.com/langchain-ai/langchain,The agent engineering platform,2022-10-17T02:58:36Z,2026-04-13T01:13:17Z,2026-04-12T18:49:40Z,133293,22024,513,Python,"agents,ai,ai-agents,anthropic,chatgpt,deepagents,enterprise,framework,gemini,generative-ai,langchain,langgraph,llm,multiagent,open-source,openai,pydantic,python,rag",100,"{'Python': 11601854, 'Makefile': 59467, 'Shell': 13124, 'XSLT': 7380, 'HTML': 1900, 'Dockerfile': 1060, 'JavaScript': 157}",86593.0
701547123,open-webui,open-webui/open-webui,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",2023-10-06T22:08:27Z,2026-04-13T01:09:14Z,2026-04-13T00:41:03Z,131470,18653,284,Python,"ai,llm,llm-ui,llm-webui,llms,mcp,ollama,ollama-webui,open-webui,openai,openapi,rag,self-hosted,ui,webui",100,"{'Python': 2981379, 'Svelte': 2925294, 'JavaScript': 2281774, 'TypeScript': 459254, 'CSS': 211416, 'Shell': 18299, 'Dockerfile': 8143, 'HTML': 6298, 'Batchfile': 1954, 'Mako': 665, 'Makefile': 643}",84487.9
787076358,firecrawl,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,🔥 The Web Data API for AI - Power AI agents with clean web data,2024-04-15T21:02:29Z,2026-04-13T01:09:43Z,2026-04-11T16:06:14Z,108156,6967,268,TypeScript,"ai,ai-agents,ai-crawler,ai-scraping,ai-search,crawler,data-extraction,html-to-markdown,llm,markdown,scraper,scraping,web-crawler,web-data,web-data-extraction,web-scraper,web-scraping,web-search,webscraping",100,"{'TypeScript': 4201078, 'Python': 1121185, 'Rust': 470397, 'Java': 184006, 'Elixir': 84558, 'Astro': 32336, 'Go': 14502, 'JavaScript': 12726, 'Jupyter Notebook': 10546, 'Shell': 9808, 'Rich Text Format': 5348, 'CSS': 5141, 'Dockerfile': 4032, 'Makefile': 2111, 'HTML': 354, 'Procfile': 132}",66993.7
669879380,LLMs-from-scratch,rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",2023-07-23T18:15:57Z,2026-04-13T01:07:13Z,2026-04-11T00:45:02Z,90602,13901,3,Jupyter Notebook,"ai,artificial-intelligence,chatbot,chatgpt,deep-learning,from-scratch,generative-ai,gpt,language-model,large-language-models,llm,machine-learning,neural-networks,python,pytorch,transformers",59,"{'Jupyter Notebook': 3284447, 'Python': 1069382, 'Dockerfile': 532}",58537.4
881458615,browser-use,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,2024-10-31T16:00:56Z,2026-04-13T01:05:14Z,2026-04-12T21:51:30Z,87448,10067,223,Python,"ai-agents,ai-tools,browser-automation,browser-use,llm,playwright,python",100,"{'Python': 3055604, 'Shell': 42741, 'Dockerfile': 11201, 'HTML': 7953}",55498.899999999994
655099582,llm-course,mlabonne/llm-course,https://github.com/mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,2023-06-17T22:16:25Z,2026-04-13T00:46:16Z,2026-02-05T13:09:26Z,78196,9086,78,,"course,large-language-models,llm,machine-learning,roadmap",3,{},49643.700000000004
730534580,ragflow,infiniflow/ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,2023-12-12T06:13:13Z,2026-04-13T01:15:16Z,2026-04-10T13:35:35Z,77855,8764,3235,Python,"agent,agentic,agentic-ai,agentic-workflow,ai,context-engineering,context-retrieval,deep-research,deepseek,deepseek-r1,document-understanding,graphrag,harness,llm,mcp,ollama,openai,openclaw,rag,retrieval-augmented-generation",100,"{'Python': 7874112, 'TypeScript': 5562114, 'Go': 1650783, 'C++': 1577672, 'C': 161144, 'Shell': 49466, 'Less': 39973, 'CSS': 17283, 'Dockerfile': 11233, 'JavaScript': 10865, 'HTML': 7043, 'Makefile': 5950, 'CMake': 3243, 'Go Template': 2681}",49352.2
599547518,vllm,vllm-project/vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,2023-02-09T11:23:20Z,2026-04-13T01:15:14Z,2026-04-13T00:08:08Z,76296,15490,4197,Python,"amd,blackwell,cuda,deepseek,deepseek-v3,gpt,gpt-oss,inference,kimi,llama,llm,llm-serving,model-serving,moe,openai,pytorch,qwen,qwen3,tpu,transformer",100,"{'Python': 31302155, 'Cuda': 2242197, 'C++': 1378032, 'Shell': 343895, 'CMake': 112651, 'C': 96071, 'Dockerfile': 36605, 'Jinja': 6924, 'HCL': 2399}",50434.6
771302083,OpenHands,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,2024-03-13T03:33:31Z,2026-04-13T01:05:39Z,2026-04-12T21:24:48Z,71079,8929,397,Python,"agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai",100,"{'Python': 10571913, 'TypeScript': 3311686, 'Go Template': 91443, 'Jinja': 85695, 'JavaScript': 34515, 'Makefile': 17184, 'CSS': 16500, 'Shell': 14537, 'Dockerfile': 9004, 'Mako': 1339}",45336.1
646410686,LlamaFactory,hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),2023-05-28T10:09:12Z,2026-04-12T22:18:30Z,2026-04-12T00:32:15Z,69973,8548,966,Python,"agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers",100,"{'Python': 1822808, 'Dockerfile': 5493, 'Makefile': 741}",44558.2
660551251,MetaGPT,FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",2023-06-30T09:04:55Z,2026-04-13T00:56:54Z,2026-01-21T10:12:33Z,66975,8491,114,Python,"agent,gpt,llm,metagpt,multi-agent",100,"{'Python': 3214882, 'JavaScript': 32579, 'TypeScript': 25281, 'Shell': 23970, 'Dockerfile': 982}",42742.3
1024554267,hermes-agent,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,The agent that grows with you,2025-07-22T22:22:28Z,2026-04-13T01:15:34Z,2026-04-13T01:08:51Z,66730,8930,3534,Python,"ai,ai-agent,ai-agents,anthropic,chatgpt,claude,claude-code,clawdbot,codex,hermes,hermes-agent,llm,moltbot,nous-research,openai,openclaw",100,"{'Python': 15163755, 'TeX': 434546, 'BibTeX Style': 156486, 'Shell': 87531, 'Nix': 62598, 'JavaScript': 48820, 'CSS': 44504, 'PowerShell': 35783, 'HTML': 35367, 'TypeScript': 29923, 'Dockerfile': 1787, 'Ruby': 1585, 'Batchfile': 1250, 'Makefile': 1054}",42727.0
